6.800000000000000000e+01,2.030000000000000000e+02,4.290000000000000000e+02,6.600000000000000000e+02,8.490000000000000000e+02,7.870000000000000000e+02,4.790000000000000000e+02,2.870000000000000000e+02,1.390000000000000000e+02,3.600000000000000000e+01
1.620000000000000000e+02,5.120000000000000000e+02,1.449000000000000000e+03,2.774000000000000000e+03,3.661000000000000000e+03,3.240000000000000000e+03,2.138000000000000000e+03,1.030000000000000000e+03,3.940000000000000000e+02,9.700000000000000000e+01
3.180000000000000000e+02,1.313000000000000000e+03,4.117000000000000000e+03,8.719000000000000000e+03,1.239100000000000000e+04,1.248800000000000000e+04,8.036000000000000000e+03,3.132000000000000000e+03,8.250000000000000000e+02,1.720000000000000000e+02
5.740000000000000000e+02,2.509000000000000000e+03,9.033000000000000000e+03,2.084600000000000000e+04,3.143800000000000000e+04,2.896200000000000000e+04,1.712700000000000000e+04,6.261000000000000000e+03,1.671000000000000000e+03,3.430000000000000000e+02
6.650000000000000000e+02,2.809000000000000000e+03,1.187000000000000000e+04,3.240200000000000000e+04,5.133800000000000000e+04,4.330600000000000000e+04,2.358900000000000000e+04,7.372000000000000000e+03,1.871000000000000000e+03,4.010000000000000000e+02
6.480000000000000000e+02,2.454000000000000000e+03,9.891000000000000000e+03,2.642300000000000000e+04,4.604000000000000000e+04,4.258000000000000000e+04,2.263300000000000000e+04,6.365000000000000000e+03,1.418000000000000000e+03,3.330000000000000000e+02
5.980000000000000000e+02,1.778000000000000000e+03,6.391000000000000000e+03,1.507000000000000000e+04,2.219600000000000000e+04,2.087900000000000000e+04,1.129800000000000000e+04,3.348000000000000000e+03,8.050000000000000000e+02,1.940000000000000000e+02
2.790000000000000000e+02,8.500000000000000000e+02,2.461000000000000000e+03,4.991000000000000000e+03,7.316000000000000000e+03,7.162000000000000000e+03,3.653000000000000000e+03,1.270000000000000000e+03,4.260000000000000000e+02,1.060000000000000000e+02
1.190000000000000000e+02,3.200000000000000000e+02,7.200000000000000000e+02,1.382000000000000000e+03,1.852000000000000000e+03,1.826000000000000000e+03,1.157000000000000000e+03,4.800000000000000000e+02,1.920000000000000000e+02,3.600000000000000000e+01
3.900000000000000000e+01,7.800000000000000000e+01,1.580000000000000000e+02,2.410000000000000000e+02,3.440000000000000000e+02,3.360000000000000000e+02,2.430000000000000000e+02,1.210000000000000000e+02,4.300000000000000000e+01,1.700000000000000000e+01
